line_number	vclaim_id	sentence	vclaim	comment-1	comment-2	comment-3	stance-1	stance-2	stance-3	stance	verdict-1	verdict-2	verdict-3	verdict
726	4394	Those regulations that we've gotten rid of, which  and we're going to have some regulation, but it's going to be sensible regulation.	Hillary Clinton wants to shut down family farms using "radical regulation," by raising business tax "rates as high as nearly 50 percent" and by taxing "family farms again at death by as much as 45 percent."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
727	4741	Those regulations are unleashing our economy.	Says Donald Trump's position is"to roll back all" of the financial regulations passed after the financial crisis.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
727	12241	Those regulations are unleashing our economy.	Since 1970, the Clean Air Act has reduced toxic and healththreatening air pollution by 60 percent while our economy has grown more than 200 percent.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
727	3922	Those regulations are unleashing our economy.	Says Donald Trump said he intends "to open up additional areas off the coast to oil drilling" during the campaign.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
728	6306	So we have a GDP, it was shocking, about two weeks ago it was announced for the quarter 2.6 percent.	The last quarter, it was just announced, our gross domestic product  was below zero. Who ever heard of this? It's never below zero.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
728	5283	So we have a GDP, it was shocking, about two weeks ago it was announced for the quarter 2.6 percent.	GDP was zero essentially for the last two quarters.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
728	1903	So we have a GDP, it was shocking, about two weeks ago it was announced for the quarter 2.6 percent.	Watch those GDP numbers. We started off at a very low number, and right now we hit a 3.2 (percent). Nobody thought that was possible.				agree	agree	agree	agree	FALSE	FALSE	unknown	FALSE
744	3940	To bring more jobs and industry to our shores, we are committed to passing the first major tax reform in over 30 years.	Americas tax code hasnt been updated in 30 years.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
744	3869	To bring more jobs and industry to our shores, we are committed to passing the first major tax reform in over 30 years.	Americas federal business tax rate is the highest "in the world."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
749	5466	We're giving you the biggest tax cut in the history of our country.	We've cut taxes 50 times and look what has happened to our revenues. They've grown.				agree	discuss	agree	agree	unknown	unknown	unknown	unknown
749	2000	We're giving you the biggest tax cut in the history of our country.	Americans received the biggest tax cut in history last year.				agree	agree	agree	agree	FALSE	unknown	FALSE	FALSE
749	2760	We're giving you the biggest tax cut in the history of our country.	Says the GOP plan he supports is"the biggest tax cut in U.S. history."				agree	unrelated	agree	agree	FALSE	unknown	FALSE	FALSE
749	15173	We're giving you the biggest tax cut in the history of our country.	The health care reform bill "is the largest tax increase in U.S. history."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
749	2472	We're giving you the biggest tax cut in the history of our country.	We enacted the biggest tax cuts and reforms in American history.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
749	16506	We're giving you the biggest tax cut in the history of our country.	I believe in tax cuts. I believe in being a supplysider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
753	10663	America's crushing business tax is a massive, selfinflicted, economic wound.	President Obama has "added $4 billion in debt every day."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
753	14206	America's crushing business tax is a massive, selfinflicted, economic wound.	The new health care law crushes small businesses "with billions in penalties."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
753	13092	America's crushing business tax is a massive, selfinflicted, economic wound.	Says businesses "already pay most of the taxes."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
753	12704	America's crushing business tax is a massive, selfinflicted, economic wound.	We jumped 11 places since beginning this year in terms of being jobfriendly.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
753	2639	America's crushing business tax is a massive, selfinflicted, economic wound.	Says the tax bill "is going to cost me a fortune, this thing  believe me. Believe me, this is not good for me."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
754	15948	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.				disagree	disagree	disagree	disagree	unknown	unknown	TRUE	unknown
754	9422	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	The United States currently has the highest corporate tax rate in the world.				agree	agree	agree	agree	TRUE	unknown	TRUE	TRUE
754	10519	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	We've got the highest corporate tax rate in the world.				agree	agree	agree	agree	TRUE	unknown	TRUE	TRUE
754	1096	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	According to the Tax Foundation, the top 10 percent of earners already pay almost 80 percent of all taxes.				unrelated	unrelated	disagree	unrelated	unknown	unknown	unknown	unknown
754	5837	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	We have the highest tax rate anywhere in the world.				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
754	13312	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	Corporate taxes will soon be the highest in the industrialized world.				agree	discuss	agree	agree	TRUE	unknown	unknown	unknown
754	4628	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	America is one of the highesttaxed nations in the world.				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
754	3869	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	Americas federal business tax rate is the highest "in the world."				agree	agree	agree	agree	TRUE	unknown	TRUE	TRUE
754	13137	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	We have the highest corporate income tax in the world right now.				agree	agree	agree	agree	TRUE	unknown	TRUE	TRUE
754	7335	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	The United States has "the highest corporate tax rate in the free world."				agree	agree	agree	agree	TRUE	unknown	TRUE	TRUE
754	6024	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	Were the most highly taxed nation in the world.				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
754	12172	We have one of the highest business tax rates anywhere in the world, pushing jobs and wealth out of our country.	Says state Senate President Stephen "Sweeney gave us the nation's highest income tax rates, driving out jobs."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
770	2974	We have become an energy exporter for the first time ever just recently.	We have become an energy exporter for the first time ever just recently.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
770	2465	We have become an energy exporter for the first time ever just recently.	We are now, very proudly, an exporter of energy to the world.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
770	160	We have become an energy exporter for the first time ever just recently.	The United States is "very energy independent."				discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
